unique_id,name,theme,entity,type,investment,lga,feature_type,lat,long,description
I_0492,Delivering the tram plan,Public Transport,Department of Transport,Tram Services,$81.1 million*,Melbourne (C),Point,-37.80012,144.96392,"Funding is provided to deliver a package of critical tram infrastructure works to improve safety, prepare for the Metro Tunnel opening and Next Generation Trams, and support the State to comply with Commonwealth Disability Standards for Accessible Public Transport (DSAPT)."
I_0397,Train station accessibility and amenity,Public Transport,Department of Transport,Transport Infrastructure,$58 million*,Monash (C),Point,-37.879544,145.162314,Funding is provided for a package of works to deliver accessibility and amenity improvements across the metropolitan and regional railway network.
I_0398,Train station accessibility and amenity,Public Transport,Department of Transport,Transport Infrastructure,$58 million*,Moreland (C),Point,-37.69519,144.91588,Funding is provided for a package of works to deliver accessibility and amenity improvements across the metropolitan and regional railway network.
I_0399,Train station accessibility and amenity,Public Transport,Department of Transport,Transport Infrastructure,$58 million*,Whittlesea (C),Point,-37.66589,145.01726,Funding is provided for a package of works to deliver accessibility and amenity improvements across the metropolitan and regional railway network.
I_0400,Train station accessibility and amenity,Public Transport,Department of Transport,Transport Infrastructure,$58 million*,Darebin (C),Point,-37.77772,144.99304,Funding is provided for a package of works to deliver accessibility and amenity improvements across the metropolitan and regional railway network.
I_0401,Train station accessibility and amenity,Public Transport,Department of Transport,Transport Infrastructure,$58 million*,Darebin (C),Point,-37.75501,144.9987,Funding is provided for a package of works to deliver accessibility and amenity improvements across the metropolitan and regional railway network.
I_0403,Train station accessibility and amenity,Public Transport,Department of Transport,Transport Infrastructure,$58 million*,Warrnambool (C),Point,-38.38494,142.47586,Funding is provided for a package of works to deliver accessibility and amenity improvements across the metropolitan and regional railway network.
I_0404,Train station accessibility and amenity,Public Transport,Department of Transport,Transport Infrastructure,$58 million*,Macedon Ranges (S),Point,-37.35908,144.52627,Funding is provided for a package of works to deliver accessibility and amenity improvements across the metropolitan and regional railway network.
I_0441,Expanding the Assessment and Referral Court,Justice,Court Services Victoria,Courts,$14.5 million*,Ballarat (C),Point,-37.56366,143.86024,"Funding is provided to progressively expand the Assessment and Referral Court (ARC) to the Ballarat, Broadmeadows, Dandenong, Geelong, Heidelberg, Ringwood, Shepparton and Sunshine Magistrates’ Courts."
I_0442,Expanding the Assessment and Referral Court,Justice,Court Services Victoria,Courts,$14.5 million*,Hume (C),Point,-37.68279,144.91549,"Funding is provided to progressively expand the Assessment and Referral Court (ARC) to the Ballarat, Broadmeadows, Dandenong, Geelong, Heidelberg, Ringwood, Shepparton and Sunshine Magistrates’ Courts."
I_0443,Expanding the Assessment and Referral Court,Justice,Court Services Victoria,Courts,$14.5 million*,Greater Dandenong (C),Point,-37.98992,145.21618,"Funding is provided to progressively expand the Assessment and Referral Court (ARC) to the Ballarat, Broadmeadows, Dandenong, Geelong, Heidelberg, Ringwood, Shepparton and Sunshine Magistrates’ Courts."
I_0444,Expanding the Assessment and Referral Court,Justice,Court Services Victoria,Courts,$14.5 million*,Greater Geelong (C),Point,-38.145299,144.355886,"Funding is provided to progressively expand the Assessment and Referral Court (ARC) to the Ballarat, Broadmeadows, Dandenong, Geelong, Heidelberg, Ringwood, Shepparton and Sunshine Magistrates’ Courts."
I_0445,Expanding the Assessment and Referral Court,Justice,Court Services Victoria,Courts,$14.5 million*,Banyule (C),Point,-37.75801,145.07124,"Funding is provided to progressively expand the Assessment and Referral Court (ARC) to the Ballarat, Broadmeadows, Dandenong, Geelong, Heidelberg, Ringwood, Shepparton and Sunshine Magistrates’ Courts."
I_0446,Expanding the Assessment and Referral Court,Justice,Court Services Victoria,Courts,$14.5 million*,Maroondah (C),Point,-37.81232,145.22714,"Funding is provided to progressively expand the Assessment and Referral Court (ARC) to the Ballarat, Broadmeadows, Dandenong, Geelong, Heidelberg, Ringwood, Shepparton and Sunshine Magistrates’ Courts."
I_0447,Expanding the Assessment and Referral Court,Justice,Court Services Victoria,Courts,$14.5 million*,Greater Shepparton (C),Point,-36.38117,145.39887,"Funding is provided to progressively expand the Assessment and Referral Court (ARC) to the Ballarat, Broadmeadows, Dandenong, Geelong, Heidelberg, Ringwood, Shepparton and Sunshine Magistrates’ Courts."
I_0448,Expanding the Assessment and Referral Court,Justice,Court Services Victoria,Courts,$14.5 million*,Brimbank (C),Point,-37.778601,144.830919,"Funding is provided to progressively expand the Assessment and Referral Court (ARC) to the Ballarat, Broadmeadows, Dandenong, Geelong, Heidelberg, Ringwood, Shepparton and Sunshine Magistrates’ Courts."
I_0451,Operationalising Bendigo Law Courts,Justice,Court Services Victoria,Courts,$19.7 million,Greater Bendigo (C),Point,-36.75718,144.283635,Funding is provided to operationalise the new Bendigo Law Court and to support delivery of specialist court services to the Loddon Mallee region.
I_0466,Enabling joint management in Barmah National Park,Environment and Parkland,WovG Aborignal Affairs,Aboriginal Affairs,$5.8 million,Moira (S),Point,-35.96067,144.95922,Funding is provided to continue joint land management of the Barmah National Park in partnership with the Yorta Yorta people.
I_0198,Emergency Department Expansion Program - Casey Hospital and Werribee Mercy Hospital,Health,Department of Health,Admitted Services,$236 million*,Casey (C),Point,-38.04514,145.346081,Funding is provided to expand emergency department capacity at Casey Hospital and Werribee Mercy Hospital to address significant demand for emergency services.
I_0499,NBCUniversal Partnership,Arts,"Department of Jobs, Precincts and Regions","Creative Industries Access, Development and Innovation",$38.9 million,Melbourne (C),Point,-37.81462,144.93562,Funding is provided to support a multi-year Government partnership with NBCUniversal to secure a new premium television / streaming series development and the installation of state-of-the-art virtual production infrastructure at Docklands Studios Melbourne.
I_0501,Regional Tourism Infrastructure Projects,Regional Investment,"Department of Jobs, Precincts and Regions",Tourism and Major Events,$30 million*,East Gippsland (S),Point,-37.74145,149.49798,Funding is provided to support the growth of regional tourism through funding for a number of regional tourism infrastructure projects.
I_0502,Regional Tourism Infrastructure Projects,Regional Investment,"Department of Jobs, Precincts and Regions",Tourism and Major Events,$30 million*,Mildura (RC),Point,-34.269858,141.592629,Funding is provided to support the growth of regional tourism through funding for a number of regional tourism infrastructure projects.
I_0503,Regional Tourism Infrastructure Projects,Regional Investment,"Department of Jobs, Precincts and Regions",Tourism and Major Events,$30 million*,Wangaratta (RC),Point,-36.34918,146.33882,Funding is provided to support the growth of regional tourism through funding for a number of regional tourism infrastructure projects.
I_0504,Regional Tourism Infrastructure Projects,Regional Investment,"Department of Jobs, Precincts and Regions",Tourism and Major Events,$30 million*,Buloke (S),Point,-36.076563,143.225557,Funding is provided to support the growth of regional tourism through funding for a number of regional tourism infrastructure projects.
I_0505,Regional Tourism Infrastructure Projects,Regional Investment,"Department of Jobs, Precincts and Regions",Tourism and Major Events,$30 million*,Central Goldfields (S),Point,-37.04556,143.73674,Funding is provided to support the growth of regional tourism through funding for a number of regional tourism infrastructure projects.
I_0506,Regional Tourism Infrastructure Projects,Regional Investment,"Department of Jobs, Precincts and Regions",Tourism and Major Events,$30 million*,Moorabool (S),Point,-37.650183,144.428442,Funding is provided to support the growth of regional tourism through funding for a number of regional tourism infrastructure projects.
I_0507,Regional Tourism Infrastructure Projects,Regional Investment,"Department of Jobs, Precincts and Regions",Tourism and Major Events,$30 million*,Moyne (S),Point,-38.05756,141.92337,Funding is provided to support the growth of regional tourism through funding for a number of regional tourism infrastructure projects.
I_0509,Regional Tourism Infrastructure Projects,Regional Investment,"Department of Jobs, Precincts and Regions",Tourism and Major Events,$30 million*,Surf Coast (S),Point,-38.539584,143.975896,Funding is provided to support the growth of regional tourism through funding for a number of regional tourism infrastructure projects.
I_0516,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Macedon Ranges (S),Point,-37.49392,144.59026,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0517,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Casey (C),Point,-38.10216,145.25398,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0518,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Casey (C),Point,-38.02599,145.306493,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0519,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Whitehorse (C),Point,-37.818008,145.123945,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0520,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Monash (C),Point,-37.901692,145.091744,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0521,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Kingston (C),Point,-37.958374,145.050619,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0522,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Banyule (C),Point,-37.704428,145.100853,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0523,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Banyule (C),Point,-37.688898,145.127863,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0510,Local ports critical maintenance works,Sports and Recreation,Department of Transport,Ports and Freight,$18 million*,East Gippsland (S),Point,-37.885139,147.97248,"Funding is provided to undertake critical works on Hampton Jetty, Rye Pier, Mornington Fishermans Jetty, Old Flinders Jetty, Lakes Entrance Fishing Cooperative Ltd South Jetty, Raymond Island Public Jetty and McLoughlins Beach Jetty, and install fenders at Gem Pier."
I_0511,Local ports critical maintenance works,Sports and Recreation,Department of Transport,Ports and Freight,$18 million*,East Gippsland (S),Point,-37.918442,147.730236,"Funding is provided to undertake critical works on Hampton Jetty, Rye Pier, Mornington Fishermans Jetty, Old Flinders Jetty, Lakes Entrance Fishing Cooperative Ltd South Jetty, Raymond Island Public Jetty and McLoughlins Beach Jetty, and install fenders at Gem Pier."
I_0512,Local ports critical maintenance works,Sports and Recreation,Department of Transport,Ports and Freight,$18 million*,Wellington (S),Point,-38.612123,146.893522,"Funding is provided to undertake critical works on Hampton Jetty, Rye Pier, Mornington Fishermans Jetty, Old Flinders Jetty, Lakes Entrance Fishing Cooperative Ltd South Jetty, Raymond Island Public Jetty and McLoughlins Beach Jetty, and install fenders at Gem Pier."
I_0513,Local ports critical maintenance works,Sports and Recreation,Department of Transport,Ports and Freight,$18 million*,Hobsons Bay (C),Point,-37.862136,144.905298,"Funding is provided to undertake critical works on Hampton Jetty, Rye Pier, Mornington Fishermans Jetty, Old Flinders Jetty, Lakes Entrance Fishing Cooperative Ltd South Jetty, Raymond Island Public Jetty and McLoughlins Beach Jetty, and install fenders at Gem Pier."
I_0524,Active transport,Roads,Department of Transport,Road Operations,$14.9 million*,Nillumbik (S),Point,-37.714911,145.157972,Funding is provided for a package of priority projects to improve connections and safety on Victoria’s walking and cycling network.
I_0532,Equitable cancer care and prevention,Health,Department of Health,Admitted Services,$37.5 million*,Cardinia (S),LGA,,,"Funding is provided to BreastScreen Victoria (BSV) to deliver additional breast cancer screening across new and existing services. Additional investment is provided to replace radiotherapy linear accelerators in Ballarat and Geelong, and install a new radiotherapy linear accelerator in Traralgon."
I_0533,Equitable cancer care and prevention,Health,Department of Health,Admitted Services,$37.5 million*,Hume (C),LGA,,,"Funding is provided to BreastScreen Victoria (BSV) to deliver additional breast cancer screening across new and existing services. Additional investment is provided to replace radiotherapy linear accelerators in Ballarat and Geelong, and install a new radiotherapy linear accelerator in Traralgon."
I_0535,Equitable cancer care and prevention,Health,Department of Health,Admitted Services,$37.5 million*,Wyndham (C),LGA,,,"Funding is provided to BreastScreen Victoria (BSV) to deliver additional breast cancer screening across new and existing services. Additional investment is provided to replace radiotherapy linear accelerators in Ballarat and Geelong, and install a new radiotherapy linear accelerator in Traralgon."
I_0207,Rural and Regional Public Sector Residential Aged Care Services Revitalisation Stage 1,Health,Department of Health,Residential Aged Care,$146 million*,Corangamite (S),Point,-38.237339,143.137564,Funding is provided to continue revitalising ageing public sector residential aged care services (PSRACS) infrastructure in the rural and regional areas.
I_0208,Rural and Regional Public Sector Residential Aged Care Services Revitalisation Stage 1,Health,Department of Health,Residential Aged Care,$146 million*,Mansfield (S),Point,-37.057625,146.085962,Funding is provided to continue revitalising ageing public sector residential aged care services (PSRACS) infrastructure in the rural and regional areas.
I_0209,Rural and Regional Public Sector Residential Aged Care Services Revitalisation Stage 1,Health,Department of Health,Residential Aged Care,$146 million*,East Gippsland (S),Point,-37.702492,148.466187,Funding is provided to continue revitalising ageing public sector residential aged care services (PSRACS) infrastructure in the rural and regional areas.
I_0531,Rural and Regional Public Sector Residential Aged Care Services Revitalisation Stage 1,Health,Department of Health,Residential Aged Care,$146 million*,Alpine (S),Point,-36.733116,146.966327,Funding is provided to continue revitalising ageing public sector residential aged care services (PSRACS) infrastructure in the rural and regional areas.
I_0537,Mt Buller mountain bike trail,Regional Investment,Other Public Non-financial Corporations,Regional Investment,$2 million,Mansfield (S),Point,-37.145749,146.450723,Initiative funded in the Alpine Resorts Support Program to manage the impacts of coronavirus (COVID-19).
I_0538,Mt Buller electricity upgrade,Regional Investment,Other Public Non-financial Corporations,Regional Investment,$3.6 million,Mansfield (S),Point,-37.145749,146.450723,Initiative funded in the Regional Jobs and Infrastructure Fund 2021-22.
I_0539,Mt Hotham visitor economy growth and resilience project,Regional Investment,Other Public Non-financial Corporations,Regional Investment,$2.1 million,Alpine (S),Point,-36.97609,147.132196,Initiative funded in the Alpine Resorts Support Program to manage the impacts of coronavirus (COVID-19).
I_0540,Snow Play and Activity Hub,Regional Investment,Other Public Non-financial Corporations,Regional Investment,$2.5 million,Alpine (S),Point,-36.97609,147.132196,Initiative funded in the Local Economic Recovery Program - Regional Economic Stimulus and Resilience Grants Fund.
I_0551,Regional Health Infrastructure Fund,Health,Department of Health,Admitted Services,$300 million*,Southern Grampians (S),Point,-37.736612,142.030891,Regional Health Infrastructure Fund available to every rural and regional health service.
I_0552,Regional Health Infrastructure Fund,Health,Department of Health,Admitted Services,$300 million*,West Wimmera (S),Point,-37.035487,141.28865,Regional Health Infrastructure Fund available to every rural and regional health service.
I_0553,Regional Health Infrastructure Fund,Health,Department of Health,Admitted Services,$300 million*,Hindmarsh (S),Point,-36.450215,142.024812,Regional Health Infrastructure Fund available to every rural and regional health service.
I_0554,Regional Health Infrastructure Fund,Health,Department of Health,Admitted Services,$300 million*,Yarriambiack (S),Point,-36.252554,142.381867,Regional Health Infrastructure Fund available to every rural and regional health service.
I_0555,Regional Health Infrastructure Fund,Health,Department of Health,Admitted Services,$300 million*,Gannawarra (S),Point,-35.724272,143.917956,Regional Health Infrastructure Fund available to every rural and regional health service.
I_0556,Regional Health Infrastructure Fund,Health,Department of Health,Admitted Services,$300 million*,Ararat (RC),Point,-37.279048,142.931647,Regional Health Infrastructure Fund available to every rural and regional health service.
I_0557,Regional Health Infrastructure Fund,Health,Department of Health,Admitted Services,$300 million*,Hepburn (S),Point,-37.337656,144.146206,Regional Health Infrastructure Fund available to every rural and regional health service.
I_0558,Regional Health Infrastructure Fund,Health,Department of Health,Admitted Services,$300 million*,Campaspe (S),Point,-36.139112,144.74863,Regional Health Infrastructure Fund available to every rural and regional health service.
I_0559,Regional Health Infrastructure Fund,Health,Department of Health,Admitted Services,$300 million*,Murrindindi (S),Point,-37.213743,145.43065,Regional Health Infrastructure Fund available to every rural and regional health service.
I_0560,Regional Health Infrastructure Fund,Health,Department of Health,Admitted Services,$300 million*,Towong (S),Point,-36.213765,147.183391,Regional Health Infrastructure Fund available to every rural and regional health service.
I_0561,Regional Health Infrastructure Fund,Health,Department of Health,Admitted Services,$300 million*,Indigo (S),Point,-36.350129,146.691124,Regional Health Infrastructure Fund available to every rural and regional health service.
